(-0.619206,-0.259609)
(-0.001583,1.105452)
(0.781586,-1.238878)
(-1.231853,0.876916)
(-1.267649,-0.395516)
(0.014811,-0.279246)
(-0.797835,0.193605)
(0.651814,-1.104110)
(1.411217,-1.095385)
(1.247096,0.390727)
(-0.293682,-2.901132)
(0.322409,-0.218242)
(0.309496,0.136487)
(-0.198422,-0.195462)
(0.330749,-1.465760)
(-1.174071,-1.813104)
(-0.002706,-1.382569)
(-0.477556,-0.957160)
(0.084199,0.208163)
(-0.554428,0.365749)
(0.346247,0.469101)
(2.315231,-0.333909)
(-0.446432,-0.206081)
(0.393038,-0.132174)
(-0.523994,0.905332)
(1.473412,1.007747)
(-1.567694,-0.102480)
(-0.070018,-0.530713)
(-1.057663,1.664667)
(0.929988,-0.211920)
(-0.658817,-0.737120)
(0.676364,-1.288433)
(-1.603535,-0.022799)
(-0.721834,0.087972)
(1.546612,-0.158349)
(-0.545727,-0.492262)
(-0.222604,1.217643)
(0.614228,0.860944)
(-0.369707,-0.667022)
(-0.086875,1.194099)
(0.089892,1.808316)
(-1.353202,0.582854)
(-0.015301,-1.625034)
(-0.415846,0.243200)
(-0.948775,0.024107)
(-0.030559,0.910166)
(-0.352996,-0.067638)
(0.093691,0.352040)
(-1.163183,-0.351817)
(0.165816,0.572848)
(2.541276,1.022186)
(0.023795,0.276974)
(-1.348923,-1.318302)
(-1.177732,-1.188142)
(-0.543819,-0.217230)
(-0.019130,1.214780)
(-0.329026,-0.276642)
(1.519092,1.281500)
(-0.124303,1.018112)
(0.545645,1.209251)
(-1.046254,0.867503)
(2.587750,0.275432)
(1.134984,0.245659)
(-0.711057,-0.223365)
(1.320741,-1.846541)
(0.646474,-2.286612)
(1.972372,-1.107106)
(-0.724044,-0.004197)
(0.430314,-0.240513)
(-1.149166,2.034849)
(-0.881099,0.856281)
(-0.019817,-0.236547)
(0.710998,0.145299)
(0.748420,-0.064070)
(0.844959,-1.235108)
(0.867633,-0.046087)
(0.468040,0.432871)
(1.019406,-0.075135)
(0.553719,-0.638993)
(-0.617733,-1.681786)
(0.056690,-0.394652)
(0.258699,-1.000867)
(-0.463175,1.185294)
(1.560362,2.728063)
(0.283123,1.611675)
(-0.296746,0.153253)
(-0.314055,-2.311294)
(2.102744,-0.780815)
(1.131389,-0.820036)
(-0.638411,0.272954)
(-1.066041,2.788097)
(0.734392,-1.417663)
(0.224127,1.803611)
(-1.295908,-0.027206)
(-1.575232,-0.523408)
(-0.148891,0.705448)
(-0.309457,-0.020428)
(-0.729173,1.496927)
(0.342663,-1.139715)
(1.170313,-1.691715)
(-0.222897,-1.844616)
(-0.660980,-0.025857)
(0.595238,-0.292977)
(-0.428218,0.025096)
(-0.067434,0.855041)
(0.652376,-0.228161)
(-0.307987,-0.670466)
(-0.513184,0.768838)
(0.836116,-1.097305)
(-1.014567,0.569428)
(-0.236763,-1.661264)
(1.788018,0.161727)
(0.916583,1.676237)
(0.636385,0.689728)
(-1.194378,-1.858374)
(-1.841928,0.148149)
(-0.764485,0.530356)
(0.012116,0.268574)
(-0.330698,-0.823570)
(1.926907,-0.079441)
(-0.370230,0.489964)
(-0.420615,2.149370)
(-0.147204,-0.285990)
(-0.126435,-0.719298)
(-0.949476,1.961046)
(-0.042409,-0.009529)
(-0.189657,-2.204191)
(-0.532151,-1.637844)
(-1.134178,-0.174575)
(-0.366857,-0.809747)
(-0.282459,-0.207804)
(-0.243481,-0.751255)
(2.270259,-1.024622)
(0.201207,-1.415839)
(-0.608723,1.231099)
(1.175027,-0.729672)
(0.602558,-1.427989)
(-1.171423,0.622481)
(0.267750,0.253302)
(-0.371308,-0.556922)
(-1.121354,-1.813307)
(-0.122832,-0.314563)
(-1.079988,0.837437)
(0.959155,-1.742509)
(0.274458,-0.198452)
(0.428343,0.506175)
(-0.037446,1.606207)
(0.552070,1.252218)
(1.446504,1.148259)
(-0.774878,-0.158310)
(-0.370998,-0.442737)
(-0.122232,-0.940713)
(-0.162278,0.769201)
(0.665734,-1.311049)
(0.191571,0.100189)
(0.985367,0.465190)
(-0.374481,1.019653)
(0.015342,-0.678388)
(-1.264968,-1.085490)
(-0.596473,-1.092537)
(-1.067475,0.407670)
(-0.443208,-0.367664)
(-0.202156,0.107299)
(0.974990,1.284368)
(1.872123,0.184266)
(-0.880058,2.380111)
(-0.244090,0.535555)
(-0.008855,0.152095)
(0.309771,1.115985)
(0.976750,-0.060095)
(0.642403,-0.248063)
(0.720782,-1.310284)
(0.610315,1.671252)
(-1.490340,-0.286923)
(0.353194,0.941210)
(0.132613,0.518360)
(-0.361933,-0.894502)
(-0.317531,0.660397)
(-0.221242,-0.107139)
(0.019872,-0.539022)
(0.757311,-1.498026)
(-2.366277,1.129272)
(-0.462670,0.651457)
(-0.896023,1.291531)
(-0.370704,-1.684211)
(1.613559,-0.448111)
(-0.370672,-0.073301)
(-0.356934,-0.516012)
(1.032287,-0.219844)
(-0.324629,-0.350080)
(0.747173,0.054652)
(0.311313,0.294656)
(-1.132192,-1.021584)
(-0.465508,1.122619)
(-0.646728,-2.167430)
(1.698438,0.618127)
(0.824059,-0.415485)
(1.358942,-1.014633)
(-0.507515,-1.049494)
(-0.190479,-1.223850)
(-0.253939,-0.541726)
(0.215390,0.538432)
(0.418368,-1.151526)
(0.743537,0.719955)
(0.839899,1.389529)
(-1.033311,-0.842199)
(-0.293856,0.143400)
(0.013594,0.450682)
(0.398127,0.942328)
(-0.874292,1.607448)
(-0.246902,-1.363321)
(-1.032414,-1.259462)
(-0.734114,-1.309380)
(-1.449529,-0.925172)
(-1.424279,0.489389)
(1.651922,-0.013467)
(-0.573950,-1.479542)
(0.302608,-0.871779)
(0.374352,-1.168076)
(0.516784,0.039203)
(1.245043,-0.169690)
(-0.222098,-0.232937)
(0.809379,0.680902)
(0.586346,-1.597401)
(0.777524,-0.958412)
(-0.656588,-0.573782)
(0.619048,1.250410)
(-0.548576,0.297187)
(1.217887,-0.112404)
(-0.864259,1.537445)
(0.311293,-0.368357)
(0.188744,-0.898476)
(0.377737,-0.073062)
(0.079638,-2.376006)
(-0.693227,-1.456640)
(0.146424,0.099225)
(1.351494,-0.508255)
(0.226647,1.117094)
(-0.394887,-0.059830)
(0.992565,-1.284989)
(0.933551,-0.420634)
(-0.511699,-1.990650)
(-0.647884,-0.468801)
(-0.368472,-2.013427)
(-1.158466,0.386250)
(-0.964724,-0.505234)
(0.195634,0.253225)
(0.057387,0.822068)
(-0.357268,0.399824)
(0.780462,0.415959)
(-1.841224,0.536901)
(-0.279482,0.404681)
(-0.165738,-0.292755)
(-0.184241,-1.226938)
(1.803233,-0.417496)
(-0.863083,-0.560221)
(-0.668748,0.192797)
(0.438379,0.294647)
(-0.583409,-1.576925)
(-1.032164,-1.991428)
(-1.229419,2.506347)
(1.204014,-1.054449)
(-0.428477,0.254468)
(0.882563,1.215978)
(-0.909943,-1.848661)
(1.375833,0.749192)
(-0.765290,0.117665)
(0.095335,-0.928810)
(0.234572,-1.507374)
(0.138914,0.177919)
(-0.989065,-0.672804)
(0.265142,0.779726)
(0.503310,-0.184339)
(1.440819,-1.278131)
(-1.150216,1.924001)
(2.647348,-0.549213)
(0.567462,-0.190095)
(0.996410,-1.847044)
(0.982308,-0.576800)
(-1.506356,1.531908)
(-1.390222,0.847319)
(0.089921,0.408785)
(1.265665,-0.514323)
(0.445778,0.629174)
(0.648257,-0.486111)
(0.648150,-0.311759)
(2.870270,0.871868)
(-0.347770,-2.351806)
(-1.173626,0.964293)
(0.866668,0.122422)
(-0.655765,0.433027)
(-0.713360,-0.362265)
(0.121114,0.591919)
(1.380321,1.799401)
(-0.412396,0.135133)
(1.844434,0.975818)
(-0.226344,-0.486316)
(-1.173846,1.168927)
(-0.355114,1.011276)
(-1.230265,-0.242574)
(0.819325,0.327068)
(1.401269,-0.345484)
(2.546160,-1.314293)
(-1.290019,0.977491)
(-0.422261,1.373328)
(-0.519127,-0.488409)
(-0.622565,0.498843)
(1.255576,2.053176)
(-1.365076,0.842959)
(0.160935,0.126462)
(-0.598529,-0.883356)
(0.331560,0.185907)
(0.742635,0.313358)
(-0.021907,0.099028)
(-1.551012,-0.496070)
(-0.238363,-0.714826)
(-0.291668,0.185118)
(-1.859692,-0.602697)
(1.426097,-1.844185)
(-2.235011,0.931056)
(-0.489381,1.936588)
(-1.415567,2.296284)
(-2.097672,-0.155187)
(0.507095,0.127466)
(0.466027,-0.567064)
(-0.263441,0.028642)
(-0.667372,-0.523156)
(0.026572,1.220896)
(1.761376,-0.626779)
(0.364856,-0.409848)
(-1.642437,-0.284050)
(-1.099425,0.121032)
(-0.511234,1.271542)
(0.220940,-0.346045)
(0.127510,-0.542319)
(1.048842,-1.016521)
(0.127448,-1.515272)
(-0.180313,-1.453218)
(1.545265,-1.503070)
(1.232551,0.547669)
(0.215191,-0.582840)
(0.984532,-0.011986)
(-0.646533,1.656314)
(-1.991043,0.049701)
(0.528931,-0.557860)
(1.611364,1.391051)
(0.965490,-0.690696)
(-1.643134,-0.989577)
(1.632664,1.240829)
(1.652382,1.199402)
(0.686388,-0.357877)
(-1.324240,0.641146)
(0.288947,-1.031618)
(-0.573954,0.507147)
(-0.354044,1.246281)
(-0.246908,0.521089)
(1.150295,1.171051)
(0.500837,0.566100)
(1.833835,1.208669)
(-0.637092,0.669930)
(-2.006245,0.782841)
(0.887416,-1.063359)
(0.805746,-1.076324)
(1.908693,-0.344204)
(-0.628335,0.657033)
(-0.373381,0.346126)
(-1.136700,0.331411)
(-0.085213,0.031439)
(0.129512,1.985914)
(-1.113206,0.219015)
(2.501842,-0.204492)
(-1.644949,0.738990)
(0.331868,0.644489)
(0.157752,-0.364435)
(-0.581707,-0.049259)
(0.302416,-0.534491)
(-0.327114,-0.218875)
(0.091467,0.621942)
(-1.203742,0.891199)
(-1.273735,-1.559195)
(0.340266,-0.019357)
(-1.466060,1.883987)
(1.299130,-0.616485)
(0.294603,-0.062283)
(0.059802,0.833288)
(0.701040,-0.540169)
(-0.296392,1.915140)
(-1.454251,0.504388)
(0.927705,0.035934)
(1.445779,1.097745)
(0.534882,-0.693361)
(-1.713516,-0.077635)
(0.152040,-1.194394)
(1.286525,-0.712391)
(0.360413,-1.282587)
(-2.257387,-0.271367)
(-0.222061,-0.402127)
(-2.269066,-0.477174)
(-0.753231,0.852302)
(0.181105,-0.039478)
(-0.619211,0.879392)
(2.616771,-0.410447)
(-0.454116,-0.792997)
(-0.691784,-1.716216)
(0.773972,-0.741598)
(2.620251,-1.207161)
(0.867668,1.114221)
(0.794672,1.044402)
(-0.041100,-1.149233)
(-0.744336,-1.434062)
(0.919982,1.331699)
(-0.100421,0.432401)
(0.152657,-0.393431)
(1.363009,1.334897)
(-1.512865,-1.365863)
(-0.837089,-0.123526)
(0.946977,1.164958)
(1.676053,-0.202084)
(0.130285,-0.443397)
(-0.144319,-1.382430)
(-1.171822,-1.187930)
(-0.306642,0.615037)
(-0.006956,0.626101)
(0.611567,0.713233)
(0.225609,0.376730)
(-0.366520,0.931023)
(2.363034,-1.748594)
(-1.900139,0.063844)
(0.957940,-0.602214)
(-1.001043,-0.193552)
(-0.958050,0.222661)
(0.494533,-0.769105)
(1.174175,0.174029)
(0.253522,0.104578)
(1.056177,0.009153)
(1.883475,1.269215)
(0.605979,-0.090789)
(0.088482,-0.960136)
(-0.347352,0.635284)
(-0.097512,0.353504)
(-0.063290,-0.167992)
(0.103765,1.538018)
(0.709922,0.849374)
(-0.852299,-0.791592)
(1.138881,0.230022)
(0.455762,0.671112)
(2.029357,-0.294813)
(0.083716,-2.165292)
(1.383836,0.505815)
(-0.899981,2.174425)
(-1.315605,-0.805212)
(-0.540514,-1.792720)
(-1.801003,0.228633)
(0.214788,0.840855)
(0.597976,0.078835)
(0.109530,0.440930)
(-1.989026,-1.927390)
(1.180136,-2.191200)
(1.155405,-1.535923)
(-1.349280,-0.947474)
(0.083526,0.479909)
(-0.366859,1.353917)
(-0.662059,0.577627)
(-0.475130,0.759802)
(0.412561,-2.888973)
(0.119627,-0.319700)
(0.178927,-0.859881)
(1.244303,-1.642057)
(1.453885,0.124111)
(-0.449624,-1.269132)
(-1.000114,-0.020810)
(-0.395590,0.399447)
(0.688474,0.730952)
(-0.600519,-0.289328)
(-0.434363,-0.869912)
(0.417041,-1.113606)
(-0.557417,0.394429)
(-0.782278,1.051668)
(0.277504,-2.080945)
(-1.066129,-0.871266)
(1.925382,0.005003)
(-0.960331,-0.431231)
(1.361624,1.037509)
(-0.535486,-0.590512)
(-0.930875,-0.050936)
(-0.279908,1.543795)
(-2.000247,-0.237884)
(0.581018,1.867268)
(0.422045,1.013586)
(1.879994,0.420002)
(1.436467,-0.215086)
(-1.162220,-1.981250)
(1.159046,-0.160514)
(0.642656,1.753156)
(0.772807,2.032854)
(0.107036,-0.862244)
(-0.746849,-1.071636)
(1.624195,0.374790)
(-0.300169,0.553748)
(0.638162,-0.207878)
(-0.466824,0.640704)
(1.520945,-0.280077)
(2.326986,-0.584464)
(-0.156315,0.950356)
(0.093811,-1.683779)
(1.456494,0.541752)
(1.608889,0.344032)
(0.176427,-0.011107)
(1.846319,-0.657977)
(-0.833476,-1.161502)
(-0.040422,0.089608)
(-0.577262,0.375313)
(0.865763,-0.089181)
(0.032407,1.220952)
(0.530211,-0.084374)
(0.894259,1.867176)
(0.725526,1.112100)
(-0.864877,-0.866758)
(1.173404,-0.742924)
(-0.924458,0.138622)
(1.472436,0.693996)
(1.300168,0.441533)
(0.532980,0.400926)
(0.134859,-1.392636)
(0.121639,0.754846)
(-1.887552,1.065020)
(1.364791,-0.178345)
(1.353541,1.034137)
(0.413353,-0.816182)
(0.039914,0.471140)
(-1.548065,-0.811795)
(-1.002163,-0.789858)
(1.502237,0.018246)
(0.108341,-0.906694)
(2.067874,-0.149831)
(1.783270,-1.422494)
(-0.325971,-0.272171)
(0.508946,-0.356544)
(0.689657,0.941161)
(-1.413781,0.751017)
(-0.629202,1.447687)
(1.459560,-1.442209)
(-0.540888,2.109490)
(-0.507148,-0.543789)
(1.073231,1.517379)
(-1.127462,-0.132106)
(1.563498,1.343217)
(-0.797815,-0.032246)
(1.517134,-0.605023)
(-0.679112,1.269548)
(0.963981,-0.884991)
(-1.031840,-0.768827)
(0.598282,-0.947711)
(-1.919595,-0.263125)
(0.621990,-0.788180)
(0.526097,0.913313)
(-0.014627,-1.607442)
(-0.505997,1.222755)
(-0.282366,1.002407)
(-0.622125,1.719962)
(1.397596,0.966546)
(-0.695417,-0.539988)
(0.895553,1.960479)
(0.659174,0.679719)
(0.094098,0.311871)
(0.965801,0.315805)
(-0.406518,0.006178)
(-0.906022,0.458345)
(-0.981902,-0.338446)
(2.543678,0.166505)
(1.271404,-0.477051)
(1.991836,-0.429505)
(0.209836,-0.298891)
(0.344582,0.232315)
(-0.072578,0.301657)
(-0.175158,2.127245)
(-0.628895,0.195663)
(-0.578847,0.154416)
(-1.655115,1.195843)
(1.063529,1.463283)
(0.478886,1.461380)
(0.166900,0.576139)
(-0.258025,0.714848)
(0.578482,-0.998996)
(-1.032339,0.764565)
(1.950472,-1.273744)
(-0.886468,-1.598848)
(-0.477241,1.388646)
(0.705293,-0.245463)
(0.877613,-0.261429)
(0.260824,-0.163808)
(-0.661839,-1.508473)
(0.415803,-1.114022)
(-1.524533,0.214071)
(0.474510,-0.199640)
(0.690464,-1.155307)
(0.792686,2.654669)
(-0.294800,-0.863643)
(0.917793,1.150788)
(-0.481960,0.817536)
(1.144135,0.251768)
(0.243519,-2.020270)
(-2.007411,2.119180)
(-1.060342,-0.651693)
(-1.529064,0.771750)
(0.328336,-1.212630)
(0.151122,0.241784)
(2.719620,-1.098309)
(0.628702,0.965161)
(-0.597174,0.428172)
(0.020707,0.507655)
(0.863685,-0.797374)
(0.581914,-0.126726)
(-1.805312,-0.291889)
(0.398198,3.111641)
(1.498111,-0.668211)
(-0.111066,0.470519)
(1.065084,1.822856)
(0.628473,0.353032)
(-0.107743,-0.764912)
(-0.198061,-1.357982)
(-0.746162,-0.428754)
(0.237974,-0.370455)
(-0.395566,-0.264319)
(0.799536,-0.450646)
(-1.249079,-0.805781)
(0.003528,0.641027)
(-0.203831,0.251651)
(0.155227,-0.762999)
(-0.191608,0.515223)
(0.758190,-1.076674)
(0.235775,-1.116122)
(-0.947467,0.396203)
(-1.315638,2.397858)
(0.944202,-0.086013)
(1.039316,0.562201)
(-0.216563,0.421169)
(0.031651,-0.280689)
(1.442987,0.804970)
(0.043671,0.000290)
(-1.199670,1.981445)
(-0.360489,-0.012777)
(1.984872,0.716129)
(-0.520384,-0.623781)
(-0.910967,-0.548612)
(0.865241,0.244977)
(0.468519,-0.242883)
(-1.529776,0.840447)
(-0.615237,-0.528576)
(0.848285,-2.506425)
(-1.187175,-0.393750)
(-0.008844,-0.381657)
(-1.140161,1.220278)
(-0.649101,1.009230)
(0.258398,-0.408512)
(0.089266,0.620959)
(0.565397,1.166844)
(2.008270,0.471560)
(-1.199036,0.585797)
(-1.247990,-0.134923)
(0.061502,0.260434)
